Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid,Alnabru NO2 µg/m³ Hour,Dekning,Bygdøy Alle NO2 µg/m³ Hour,Dekning,Hjortnes NO2 µg/m³ Hour,Dekning,Kirkeveien NO2 µg/m³ Hour,Dekning,Manglerud NO2 µg/m³ Hour,Dekning,Rv 4- Aker sykehus NO2 µg/m³ Hour,Dekning
11.07.2021 07:00,4.9631521656,100,5.5126718927,100,0.9932130272,100,2.1373371886,100,5.6686204562,100,2.8570287903,100
11.07.2021 08:00,3.7630520011,100,7.1470620802,100,1.1990052638,100,2.1844743496,100,10.7998381738,100,4.0196173648,100
11.07.2021 09:00,4.3615729083,100,9.1395367252,100,6.8750842067,100,3.3009906958,100,11.2302743799,100,4.5972725004,100
11.07.2021 10:00,4.9607028681,100,8.3659918887,100,8.771993583,100,6.2677698045,100,12.0880810535,100,8.1367664359,100
11.07.2021 11:00,5.9593658541,100,9.9442219014,100,4.3520475729,100,6.5750961332,100,9.7445914377,100,8.6923811183,100
11.07.2021 12:00,6.1577025406,100,10.5853411305,100,4.559469684,100,4.0510710627,100,5.0484444551,100,6.2654177915,100
11.07.2021 13:00,4.5577051382,100,12.3816735612,100,6.6596985927,100,2.1788331018,100,5.2701033992,100,7.0068070001,100
11.07.2021 14:00,6.3566171733,100,11.5774997726,100,10.4195595324,100,2.4648513491,100,5.9061325547,100,6.7906325598,100
11.07.2021 15:00,5.5560277868,100,10.1614348567,100,4.9736038231,100,3.1369661939,100,2.7046596656,100,9.3953722917,100
11.07.2021 16:00,5.1569350698,100,8.5096576535,100,5.3940134167,100,3.592471025,100,5.2696314394,100,5.6608183327,100
11.07.2021 17:00,4.9560062546,100,8.9136568834,100,3.2811278487,100,9.1240909514,100,5.0672546738,100,6.9280921583,100
11.07.2021 18:00,5.5554710812,100,11.5348334981,100,2.6427491045,100,3.2116361254,100,5.0631107599,100,7.0189388072,100
11.07.2021 19:00,5.7550859757,100,8.6988129592,100,4.5406006828,100,4.3226488495,100,3.7856126388,100,8.4778090618,100
11.07.2021 20:00,4.555730462,100,11.1398345774,100,2.2135803679,100,3.807442342,100,6.1334833897,100,8.7615176758,100
11.07.2021 21:00,5.5544408713,100,15.5953025242,100,2.2067410091,100,3.8787792118,100,4.8541728393,100,6.3324666508,100
11.07.2021 22:00,5.7544143666,100,10.7238528411,100,1.358353125,100,2.1168719828,100,5.9236929579,100,7.4340228481,100
11.07.2021 23:00,6.5534065145,100,6.2966190638,100,0.2987874218,100,1.8391411413,100,3.5832349199,100,4.7385795635,100
12.07.2021 00:00,9.7512394943,100,6.0744766276,100,0.7190830703,100,2.5022137004,100,4.0111560103,100,6.1238742072,100
12.07.2021 01:00,2.95298896,100,2.4250499767,100,1.3492372284,100,1.8766982569,100,2.0962201959,100,5.7539851911,100
12.07.2021 02:00,2.1524190568,100,2.6314389324,100,0.7116208601,100,1.4941805684,100,1.0316203232,100,3.4198378375,100
12.07.2021 03:00,2.3515368755,100,1.4178807751,100,0.708528916,100,1.5072598185,100,0.8234450695,100,3.5285247337,100
12.07.2021 04:00,8.1513657117,100,2.4268181213,100,0.2806179766,100,1.6349965541,100,4.2542373273,100,3.6305829984,100
12.07.2021 05:00,15.3496611222,100,8.7225808751,100,1.5469241423,100,2.1906242379,100,27.1742642257,100,6.1627497302,100
12.07.2021 06:00,37.7257309898,100,13.9988916312,100,1.1190150187,100,3.6297773309,100,14.1076262207,100,19.7716699461,100
12.07.2021 07:00,25.73896322,100,13.6148638535,100,1.3258552362,100,4.8508523834,100,8.7509043668,100,21.4756817895,100
12.07.2021 08:00,17.1443048495,100,17.6832425317,100,1.7464694492,100,7.9605724924,100,11.1116310895,100,17.1422909266,100
12.07.2021 09:00,14.7463244624,100,20.1342259228,100,11.6564017533,100,7.6568301767,100,34.9436698105,100,14.7348808074,100
12.07.2021 10:00,19.9471008798,100,39.3997145357,100,9.7753340119,100,11.1239449461,100,26.1443099959,100,14.3302518338,100
12.07.2021 11:00,27.1485429399,100,20.721946174,100,3.4260881888,100,5.1389456373,100,34.705645999,100,13.0911478356,100
12.07.2021 12:00,28.1479217454,100,19.1137660243,100,4.2720361986,100,4.7492268085,100,31.0629593686,100,13.9000145065,100
12.07.2021 13:00,28.7503115706,100,17.8623035883,100,4.2654049737,100,11.4140866421,100,19.9183058155,100,14.2977939321,100
12.07.2021 14:00,24.7484887165,100,15.029448576,100,1.9370870503,100,14.4344352375,100,35.5663762495,100,11.0913424408,100
12.07.2021 15:00,16.5489346299,100,28.4039618862,100,6.7998668177,100,7.1571330819,100,29.3316725601,100,16.8455312055,100
12.07.2021 16:00,22.352631956,100,26.1249767077,100,5.1047256425,100,10.5079292273,100,28.4734957535,100,10.9828814555,100
12.07.2021 17:00,20.351598568,100,15.3864499984,100,3.1954650004,100,7.6401116358,100,28.0467734655,100,17.6820621889,100
12.07.2021 18:00,11.746847557,100,24.1038713639,100,9.3345111717,100,10.5415993206,100,32.339678798,100,13.6204878919,100
12.07.2021 19:00,21.1532697067,100,26.8431657048,100,10.3895482255,100,10.085410232,100,31.2572458046,100,16.6838546684,100
12.07.2021 20:00,12.5473686247,100,32.5875920295,100,10.5972993687,100,8.6599332993,100,34.8912577131,100,22.7170629718,100
12.07.2021 21:00,15.3496682025,100,24.4216091582,100,7.2111650031,100,8.3048739564,100,34.6855916505,100,22.8477001939,100
12.07.2021 22:00,36.3682735131,100,19.7324614081,100,50.1600315079,100,11.1078608808,100,19.9127662068,100,9.4715455126,100
12.07.2021 23:00,34.367362107,100,11.0963307977,100,38.3087964511,100,8.1601728936,100,13.4973460028,100,12.7820168231,100
13.07.2021 00:00,22.5564917819,100,8.8884697047,100,24.5389105736,100,4.7193671445,100,8.5871456928,100,8.6454762665,100
13.07.2021 01:00,14.3480939362,100,4.8469019072,100,15.6482936667,100,2.2330292729,100,4.5272285091,100,3.8162477803,100
13.07.2021 02:00,10.5437462854,100,3.2291340277,100,7.6060150823,100,1.9655947852,100,5.1769327687,100,7.4020843478,100
13.07.2021 03:00,12.1453128543,100,5.0929675608,100,12.2664950746,100,1.5442438346,100,6.459198796,100,2.821546463,100
13.07.2021 04:00,15.7496532517,100,3.0299432298,100,13.1059838935,100,0.9565799837,100,13.9596531702,100,10.2275511099,100
13.07.2021 05:00,16.350472311,100,4.659045771,100,15.4170589866,100,2.6055370523,100,18.9638243525,100,10.5618659744,100
13.07.2021 06:00,25.3633822368,100,7.5266003531,100,31.4156356686,100,7.7377067341,100,44.6537553785,100,14.1090344825,100
13.07.2021 07:00,37.1850724203,100,9.1483454074,100,34.5860617067,100,5.7753038179,100,45.475671835,100,15.8184564528,100
13.07.2021 08:00,23.1624772927,100,20.1262848502,100,27.8656340428,100,7.0624423648,100,44.5608747171,100,8.5652390846,100
13.07.2021 09:00,29.3713407244,100,26.4198144815,100,23.2532690744,100,5.3652425219,100,39.1447483451,100,8.4485195161,100
13.07.2021 10:00,19.5570918675,100,21.1131677348,100,21.7563318836,100,3.092426451,100,28.6217533582,100,7.3281063093,100
13.07.2021 11:00,17.9541945,100,21.3526951977,100,19.4243720366,100,2.9518627116,100,34.8537946252,100,6.9772979008,100
13.07.2021 12:00,26.9716144191,100,21.7781235836,100,27.8783027315,100,4.2589901391,100,34.6320268501,100,9.521349237,100
13.07.2021 13:00,22.3631127124,100,23.4041318402,100,29.1608335388,100,5.7274748736,100,41.0626420347,100,8.6650823902,100
13.07.2021 14:00,25.9702257468,100,26.5904718173,100,35.5055258154,100,5.040047159,100,36.582239168,100,8.9652513703,100
13.07.2021 15:00,17.7540009667,100,20.105683013,100,29.1644874922,100,4.3634843644,100,31.4312141729,100,10.2267055499,100
13.07.2021 16:00,17.1537422364,100,25.3560804226,100,31.2825572018,100,3.5691041463,100,32.4955165402,100,7.7444955306,100
13.07.2021 17:00,20.1585746069,100,23.1430911206,100,32.3318699244,100,9.1205378991,100,30.341622636,100,6.2122550116,100
13.07.2021 18:00,13.5462601865,100,21.104021729,100,40.8152500743,100,8.8768899991,100,15.3145699465,100,3.5023390049,100
13.07.2021 19:00,20.5595148011,100,17.6479113043,100,28.1006467053,100,7.4059564432,100,16.6105439711,100,2.7403636349,100
13.07.2021 20:00,20.158463605,100,22.297157118,100,32.3505268688,100,11.2242966759,100,21.5489787111,100,0.9816479367,100
13.07.2021 21:00,23.3640265352,100,21.0171115003,100,35.3210872916,100,13.7322993435,100,14.2505172023,100,0.878831552,100
13.07.2021 22:00,36.7919788421,100,12.921311576,100,27.6927843549,100,13.6862709773,100,7.8160037429,100,1.1988948213,100
13.07.2021 23:00,31.3811198808,100,7.0484299038,100,19.2098990133,100,10.872936833,100,12.5333158871,100,13.9419092784,100
14.07.2021 00:00,15.3461962636,100,9.2891357995,100,14.9645125575,100,4.0686897787,100,21.3238857951,100,12.8646862545,100
14.07.2021 01:00,13.1402853929,100,7.4504146402,100,15.6101757842,100,3.1567221452,100,13.4079680802,100,8.036223929,100
14.07.2021 02:00,9.7324143582,100,10.6628342918,100,17.301381253,100,2.1797049046,100,9.340618873,100,4.2694408214,100
14.07.2021 03:00,9.5325876044,100,19.5512719091,100,14.5423965128,100,1.3239799942,100,17.9239586637,100,3.8837041247,100
14.07.2021 04:00,10.738789675,100,8.0672299959,100,19.6213912228,100,2.2703087926,100,12.5667118768,100,4.3173919929,100
14.07.2021 05:00,18.1590490063,100,7.7187316026,100,17.0656531452,100,1.5708663384,100,25.0329878432,100,11.1324048824,100
14.07.2021 06:00,32.0057316284,100,21.091529085,100,38.2168480034,100,4.5579655279,100,44.6323536317,100,17.1806422977,100
14.07.2021 07:00,33.6152536598,100,22.751721041,100,41.1871363155,100,8.9937304416,100,36.250747935,100,8.018391662,100
14.07.2021 08:00,34.415223656,100,28.4364665157,100,37.1709658439,100,10.9840134564,100,45.7490143155,100,5.2399513767,100
14.07.2021 09:00,45.0567387358,100,23.1484526973,100,40.129592306,100,12.3004084199,100,31.5638423102,100,6.5465870924,100
14.07.2021 10:00,36.6258766572,100,29.160638623,100,32.4778806656,100,15.4437373605,100,43.2358150723,100,5.580899383,100
14.07.2021 11:00,20.7702120513,100,20.560028858,100,26.5554111425,100,5.6462166091,100,33.9814813724,100,5.5668143369,100
14.07.2021 12:00,21.3731790356,100,18.6768381508,100,31.6607302625,100,7.8162924898,100,30.0483273536,100,5.885407762,100
14.07.2021 13:00,31.8148682738,100,20.06199705,100,43.9625469267,100,9.6413706988,100,42.7978150842,100,6.4941648666,100
14.07.2021 14:00,36.6314087378,100,19.7430306899,100,37.990538335,100,7.562613193,100,18.8919456439,100,10.4658394751,100
14.07.2021 15:00,38.6363352788,100,28.5103770091,100,48.1654890802,100,10.6476842008,100,43.6743942747,100,9.7332191132,100
14.07.2021 16:00,24.3875353288,100,17.9144016661,100,35.6366329372,100,10.5327768277,100,20.6251962684,100,9.8814072372,100
14.07.2021 17:00,15.1515813285,100,15.4538455249,100,34.3819242587,100,7.1044739642,100,32.6740309786,100,7.1214292366,100
14.07.2021 18:00,19.3620467386,100,22.1729069879,100,34.6179167339,100,7.7544269112,100,39.7293966773,100,9.7389709197,100
14.07.2021 19:00,15.9517774207,100,27.6515002489,100,29.5362315888,100,7.7604726506,100,18.8775255469,100,6.8744757915,100
14.07.2021 20:00,11.7364795598,100,22.7235167222,100,30.8237682546,100,6.0505383001,100,34.9952733423,100,4.3405661235,100
14.07.2021 21:00,16.7495116122,100,23.3329587031,100,24.6764204948,100,6.5732178018,100,33.7032897151,100,5.6537834548,100
14.07.2021 22:00,19.7589415787,100,11.5128276698,100,25.526877207,100,7.3357899411,100,41.0181498767,100,2.5659457917,100
14.07.2021 23:00,19.9581173703,100,9.7161903422,100,25.957135968,100,9.8742400444,100,29.8411126498,100,6.2537917537,100
15.07.2021 00:00,12.131176178,100,11.8005001972,100,16.3813949193,100,3.7988591417,100,17.386080091,100,12.4960848323,100
15.07.2021 01:00,12.3310131374,100,5.0478678307,100,14.4661557546,100,5.2516187967,100,10.5117950128,100,14.8526518798,100
15.07.2021 02:00,13.5367344342,100,5.6653526792,100,16.385693548,100,2.9204072685,100,22.3432547821,100,3.7003157624,100
15.07.2021 03:00,7.7173706819,100,4.0532482964,100,8.5124755971,100,3.1733540548,100,11.6003900889,100,5.7869522687,100
15.07.2021 04:00,10.9358157328,100,5.655001057,100,15.7231058679,100,2.7077831041,100,6.2340441589,100,3.9810407836,100
15.07.2021 05:00,14.1532867398,100,12.3753195528,100,6.3846733414,100,3.5646798564,100,8.3950860618,100,2.6695840572,100
15.07.2021 06:00,26.8310371476,100,17.9337818124,100,,0,9.7107213759,100,34.5048156028,100,3.0964729524,100
15.07.2021 07:00,29.0278563291,100,19.9398938904,100,4.6783299731,100,10.1356371784,100,,0,8.6449450565,100
15.07.2021 08:00,35.2619364776,100,21.7889809952,100,6.8131637745,100,10.4176415816,100,45.9162871539,100,,0
15.07.2021 09:00,27.0045385015,100,,0,10.8507447909,100,10.5577327456,100,46.3158928699,100,12.3640662371,100
15.07.2021 10:00,22.3849554374,100,24.0466772788,100,11.7032735879,100,14.7986287254,100,23.4604285502,100,16.9029114835,100
15.07.2021 11:00,17.9653537547,100,24.2051320517,100,8.5157688584,100,14.4137775394,100,24.3378869394,100,17.0642235918,100
15.07.2021 12:00,16.3575060726,100,20.3427524058,100,5.1177862432,100,16.2090539707,100,31.2281767529,100,15.6326716048,100
15.07.2021 13:00,21.5843083064,100,23.5551060206,100,11.9217069993,100,11.7613039901,100,31.6348292328,100,14.6090592634,100
15.07.2021 14:00,27.6166982346,100,39.1728579223,100,33.3561904987,100,19.9450020699,100,34.8573297443,100,17.7656832814,100
15.07.2021 15:00,38.4907685157,100,22.0747318253,100,21.7078411275,100,10.9733444956,100,39.3748095077,100,19.0885728234,100
15.07.2021 16:00,20.372345819,100,40.8139571443,100,10.2385740434,100,16.9116380159,100,34.8346444733,100,13.1795404393,100
15.07.2021 17:00,23.5879312327,100,39.7308223439,100,7.9017793848,100,10.6569973413,100,33.5459910616,100,9.2765121167,100
15.07.2021 18:00,15.7474953367,100,28.9754123495,100,13.6315017474,100,5.6776998516,100,35.9169889147,100,5.8572465368,100
15.07.2021 19:00,17.1537174633,100,25.9347563047,100,10.8741694709,100,5.9905380608,100,33.5572651371,100,3.8477216148,100
15.07.2021 20:00,11.125931977,100,15.6022384409,100,32.5462380089,100,5.0173396787,100,22.5738424936,100,1.7844410625,100
15.07.2021 21:00,12.1269473399,100,16.0059704562,100,43.8191628119,100,9.2226911727,100,32.6821612816,100,1.3449855958,100
15.07.2021 22:00,8.5118419162,100,7.4767356068,100,48.0768835483,100,12.2246580922,100,30.963361121,100,0.8065478711,100
15.07.2021 23:00,14.1394872556,100,21.2452940114,100,26.6221944862,100,7.3163312884,100,31.6050070087,100,0.3538750989,100
16.07.2021 00:00,6.7012146901,100,17.2230290329,100,14.7130718412,100,1.5777135897,100,12.4676315179,100,0.2607710318,100
16.07.2021 01:00,8.1076001728,100,8.2713547385,100,14.3002046372,100,0.3904071018,100,9.6690894031,100,0.3928518849,100
16.07.2021 02:00,3.685731638,100,6.4815806984,100,4.7318932409,100,0.151959801,100,12.456112674,100,0.324256791,100
16.07.2021 03:00,1.6755873429,100,2.2624573028,100,1.9721600315,100,0.0480051756,100,7.3040208673,100,0.3197103801,100
16.07.2021 04:00,3.8885239248,100,1.4440118915,100,5.7981517703,100,0.009363386,100,7.5228275137,100,0.3281186842,100
16.07.2021 05:00,9.1254229266,100,6.5452598028,100,9.4077849744,100,0.3289828031,100,16.3525808749,100,0.3385069431,100
16.07.2021 06:00,15.3679101611,100,15.9529825319,100,18.5266808984,100,1.5793297677,100,22.1934311152,100,0.5028034816,100
16.07.2021 07:00,18.5836868829,100,11.013071165,100,14.9082571501,100,2.8785890317,100,19.6252357437,100,1.0451857109,100
16.07.2021 08:00,12.5410758242,100,13.9069408921,100,20.6442350696,100,6.5080997413,100,27.7997623105,100,1.1544384708,100
16.07.2021 09:00,13.7511824878,100,16.0815674773,100,21.0583060484,100,4.8377218253,100,22.2045166399,100,4.4762965967,100
16.07.2021 10:00,16.9719272848,100,14.3021695724,100,29.116469829,100,5.4519314125,100,27.5972919322,100,5.0116773563,100
16.07.2021 11:00,18.7943570404,100,23.0606614013,100,26.7880592078,100,4.3060334413,100,22.8354153178,100,4.5480514111,100
16.07.2021 12:00,18.7855251446,100,21.1353639916,100,16.0078877801,100,7.0328726511,100,31.8656596333,100,5.1214032281,100
16.07.2021 13:00,18.7824851961,100,16.0710293432,100,4.338499484,100,8.7121889143,100,23.250284213,100,8.3671698485,100
16.07.2021 14:00,14.7617715407,100,18.0749671,100,5.8286253574,100,13.8706714215,100,28.6188110026,100,8.9570593768,100
16.07.2021 15:00,14.7575275332,100,24.1454750756,100,7.5320661102,100,8.6879912209,100,27.5491549486,100,12.2526678997,100
16.07.2021 16:00,11.3257527057,100,16.840572583,100,9.4331547252,100,10.0530355013,100,26.239840921,100,9.2455879025,100
16.07.2021 17:00,11.7290212603,100,22.8818618493,100,16.4563571211,100,,0,28.8125898337,100,10.8716350166,100
16.07.2021 18:00,14.1448143369,100,18.8499788662,100,7.5434448494,100,5.6564888328,100,29.2246766968,100,12.7055959525,100
16.07.2021 19:00,12.9328739922,100,20.0469098462,100,13.9263790254,100,6.1149055877,100,24.2764388909,100,13.4851007806,100
16.07.2021 20:00,9.9108919929,100,23.6925954568,100,7.7665778728,100,13.383727214,100,26.8563121263,100,16.2303737828,100
16.07.2021 21:00,13.127627372,100,40.3448551081,100,15.6381835137,100,15.7960003475,100,26.6242600277,100,20.6107562551,100
16.07.2021 22:00,13.7314855453,100,29.1151425456,100,7.5585724212,100,17.3096990534,100,8.7932600482,100,21.5277428704,100
16.07.2021 23:00,15.7363237076,100,20.207802363,100,30.2729893867,100,15.3468256849,100,9.2217793222,100,10.4259616939,100
17.07.2021 00:00,29.4128550255,100,9.9186069795,100,22.8417229673,100,11.1702612451,100,31.1215841514,100,4.7101663496,100
17.07.2021 01:00,32.635332509,100,8.2971813258,100,14.1407248289,100,4.3483045444,100,15.2255164015,100,4.2031597648,100
17.07.2021 02:00,24.9939148969,100,7.3075780883,100,17.7574732439,100,1.2156978542,100,14.3688459344,100,8.3373098386,100
17.07.2021 03:00,25.5968530129,100,12.3573980192,100,14.3613933268,100,1.343204749,100,10.9383259261,100,2.6536911402,100
17.07.2021 04:00,23.3865779221,100,4.0798709702,100,20.745450079,100,2.4736008093,100,9.4580812713,100,4.3101264309,100
17.07.2021 05:00,21.7869575244,100,3.8802966419,100,12.6716825757,100,3.9821071758,100,5.5785130197,100,6.8369182113,100
17.07.2021 06:00,16.7533151743,100,8.7088076727,100,15.6351606737,100,3.0071528826,100,10.0978838477,100,4.3685251393,100
17.07.2021 07:00,16.1510338875,100,10.9737634344,100,5.0209083909,100,6.1479947012,100,11.381618762,100,2.6482795524,100
17.07.2021 08:00,6.688542638,100,10.7697092588,100,3.3222761871,100,3.9491182626,100,16.1115056748,100,4.4122517183,100
17.07.2021 09:00,5.4801544559,100,14.2402584142,100,1.2031492842,100,2.6833369978,100,18.2614326791,100,4.9776909169,100
17.07.2021 10:00,10.113115191,100,15.0737197196,100,5.8805438,100,2.427287934,100,20.8427271143,100,6.9562150061,100
17.07.2021 11:00,11.5252556358,100,19.422625483,100,2.6977991655,100,6.4525727672,100,17.6210190763,100,11.2868608272,100
17.07.2021 12:00,12.1311207738,100,15.6566882288,100,4.1868949854,100,8.1341886066,100,16.1125886221,100,14.1296432164,100
17.07.2021 13:00,10.7176048273,100,14.8474335099,100,10.1376133415,100,7.0610084,100,12.6690659246,100,10.812488115,100
17.07.2021 14:00,10.5187874338,100,21.4064032058,100,16.9205673863,100,14.4379170211,100,15.6781560734,100,8.351821514,100
17.07.2021 15:00,17.7677997611,100,14.0005536805,100,11.4197014735,100,6.6877673766,100,12.2383417228,100,8.8191701622,100
17.07.2021 16:00,11.9255765137,100,19.4656725622,100,10.5509381742,100,5.6768746998,100,12.4458473478,100,11.0997988802,100
17.07.2021 17:00,11.5187628067,100,24.2457642333,100,7.6022021062,100,7.4544775899,100,12.6583209338,100,8.3710067744,100
17.07.2021 18:00,10.5089599498,100,21.0134743336,100,10.3689001473,100,5.0201461634,100,9.2245515431,100,12.5506726983,100
17.07.2021 19:00,7.2839585969,100,12.9740730999,100,14.3955278496,100,4.6877960794,100,18.8914318164,100,10.0736212957,100
17.07.2021 20:00,5.8779647072,100,16.3145048759,100,7.1730114988,100,1.068019129,100,7.9528990753,100,1.192181072,100
17.07.2021 21:00,5.4725580236,100,10.3856423862,100,8.448621707,100,1.4069740631,100,7.733370944,100,1.648666188,100
17.07.2021 22:00,3.4562500506,100,17.2974194219,100,13.550918803,100,3.5865905854,100,13.529381887,100,5.6770357466,100
17.07.2021 23:00,6.2752442117,100,14.6691969789,100,13.7635201634,100,2.7844971689,100,9.6588974195,100,1.0985244987,100
18.07.2021 00:00,4.2615807435,100,8.155252727,100,3.1536251404,100,0.6130722127,100,6.4356666043,100,1.5615898242,100
18.07.2021 01:00,3.455409111,100,6.7152511716,100,0.6128363347,100,0.5790231623,100,4.5052642356,100,1.3054188108,100
18.07.2021 02:00,2.8483743442,100,12.7950614858,100,0.4029537494,100,1.5170353369,100,3.8595344726,100,2.2410482298,100
18.07.2021 03:00,4.2584008649,100,18.0242383525,100,0.61734641,100,0.9129750805,100,4.2900356552,100,2.8817890701,100
18.07.2021 04:00,3.4508360669,100,11.129634846,100,1.2570595152,100,0.4724903877,100,4.0734791829,100,0.7795811967,100
18.07.2021 05:00,1.8391847984,100,6.4961561383,100,-0.2266494561,100,-0.2935557642,100,2.7859527381,100,0.9233933732,100
18.07.2021 06:00,2.2423418239,100,5.8985293489,100,0.4109371394,100,-0.1984969729,100,2.3574788413,100,1.174612918,100
18.07.2021 07:00,5.8703461514,100,3.311944201,100,2.322829608,100,0.0861937015,100,4.2887441614,100,1.3218447164,100
18.07.2021 08:00,4.256444678,100,2.9126877237,100,5.9369048042,100,-0.0066934406,100,3.8617547164,100,0.4031216432,100
18.07.2021 09:00,2.2400942348,100,4.7395109986,100,4.8785069395,100,0.9506878443,100,7.3010385413,100,0.2273744109,100
18.07.2021 10:00,2.038869333,100,9.3724938315,100,4.8785969139,100,1.268921633,100,8.5940644357,100,0.4308698093,100
18.07.2021 11:00,3.2503463657,100,10.0394154917,100,5.0929093996,100,1.6880875925,100,11.8159261815,100,0.4682655437,100
18.07.2021 12:00,3.6537844507,100,18.0989005456,100,20.1568030333,100,3.0399655731,100,15.4719666586,100,0.3400211933,100
18.07.2021 13:00,4.0536568255,100,22.1260102419,100,20.1640369382,100,2.8236407406,100,28.1314969474,100,0.3274299426,100
18.07.2021 14:00,3.2483469492,100,9.4054024102,100,23.9864534961,100,3.846549999,100,24.9332535442,100,0.9817460622,100
18.07.2021 15:00,3.0476544235,100,17.7099226691,100,24.1915803847,100,2.0267125188,100,20.6334355646,100,2.3570038258,100
18.07.2021 16:00,3.8480136358,100,18.762000933,100,24.6197953028,100,1.5881225563,100,28.7915479293,100,0.337820547,100
18.07.2021 17:00,4.6567755504,100,12.4350237332,100,25.0474718617,100,1.2085781875,100,22.5609919987,100,0.347449631,100
18.07.2021 18:00,2.6404436792,100,13.6329048532,100,23.5699796998,100,3.1961198498,100,19.7709721301,100,0.5515047739,100
18.07.2021 19:00,2.6364274847,100,10.4342012298,100,16.7732017855,100,3.3651860424,100,24.0593492475,100,0.6921840631,100
18.07.2021 20:00,3.2390982809,100,15.9212312676,100,19.5432380788,100,1.2776395329,100,22.353004127,100,0.4075663235,100
18.07.2021 21:00,5.2563474349,100,14.0465838975,100,25.6976272268,100,4.5008967253,100,26.6302469387,100,0.311681509,100
18.07.2021 22:00,8.2821328228,100,14.0176754233,100,24.6422584373,100,6.0442941961,100,32.6275456811,100,0.2656370224,100
18.07.2021 23:00,12.9181155578,100,5.7398999832,100,18.07195581,100,6.8743012205,100,28.5181581463,100,0.7967116727,100
19.07.2021 00:00,14.7376710902,100,6.126832049,100,23.3798714209,100,3.4779391103,100,25.5142446846,100,1.1176901624,100
19.07.2021 01:00,6.6679086771,100,3.7447450867,100,8.1062100756,100,0.3973918812,100,13.7178828673,100,0.2696365543,100
19.07.2021 02:00,3.4353743057,100,10.5515734663,100,6.2013295616,100,-0.2658795091,100,5.3524084151,100,0.2226478349,100
19.07.2021 03:00,6.4608742831,100,4.7089958862,100,7.2674232092,100,0.821651777,100,2.9985800618,100,1.2691428409,100
19.07.2021 04:00,9.8952905501,100,10.7291076988,100,9.6068578814,100,0.7140686578,100,17.38199502,100,3.8302013574,100
19.07.2021 05:00,26.494213269,100,10.3682884511,100,14.4780708594,100,3.5674208627,100,19.5518247203,100,5.1817356322,100
19.07.2021 06:00,36.761525561,100,15.9354319902,100,38.6086249022,100,4.5896592763,100,21.4997232813,100,11.4969221072,100
19.07.2021 07:00,34.4234428875,100,14.6811223432,100,34.5748323393,100,8.8829108122,100,16.1219644296,100,18.3471072188,100
19.07.2021 08:00,22.4772096729,100,19.7287053055,100,12.3622928775,100,10.8041725239,100,27.5347235592,100,20.5413198694,100
19.07.2021 09:00,,0,16.4845888348,100,9.8112126475,100,11.0404498307,100,38.7634576393,100,12.2773504286,100
19.07.2021 10:00,13.9685003684,100,16.0907305138,100,2.8256882357,100,10.6603388158,100,23.2209917792,100,9.5612890524,100
19.07.2021 11:00,11.54268514,100,15.6721106682,100,3.2540416364,100,9.9916062572,100,21.7202110028,100,8.2466109007,100
19.07.2021 12:00,12.9455684613,100,11.0082259361,100,4.9525589579,100,7.7905050134,100,16.1064872956,100,11.025492253,100
19.07.2021 13:00,14.1669648931,100,17.7927306973,100,3.2564926795,100,4.8167432039,100,15.4787142043,100,10.940302434,100
19.07.2021 14:00,20.4413716151,100,19.9509055888,100,12.9974010884,100,4.4969941366,100,19.5549739388,100,9.9024384467,100
19.07.2021 15:00,16.3825633117,100,15.0291758652,100,2.8414744903,100,2.7729593614,100,13.7420749413,100,8.1276952307,100
19.07.2021 16:00,18.0004527182,100,12.5801483376,100,3.056751595,100,3.8217955013,100,12.8648038618,100,9.6284538884,100
19.07.2021 17:00,17.1887857318,100,10.7778816446,100,3.697067921,100,4.6455487527,100,9.4250895699,100,10.3043733513,100
19.07.2021 18:00,15.7906760676,100,8.7856959188,100,2.637204334,100,5.843179357,100,14.1484903817,100,9.3841772748,100
19.07.2021 19:00,12.1361508324,100,11.3641980837,100,2.8529755819,100,4.2629337935,100,9.4318758547,100,6.3012558369,100
19.07.2021 20:00,12.3374532448,100,9.9597106908,100,2.219190306,100,3.5909517116,100,8.1415152463,100,10.9283720985,100
19.07.2021 21:00,14.5570958161,100,13.3513544434,100,4.3460317796,100,6.0076289299,100,8.3469453074,100,8.7831868876,100
19.07.2021 22:00,9.5011873656,100,22.8224986769,100,8.5958487155,100,4.3531270414,100,8.5572725044,100,13.1777596287,100
19.07.2021 23:00,7.6836676624,100,21.6792801633,100,4.7714888998,100,6.1408238229,100,10.2747844143,100,11.1566690788,100
20.07.2021 00:00,5.8721437834,100,9.7731518612,100,6.2626872368,100,1.1061229937,100,10.9194432344,100,15.196862887,100
20.07.2021 01:00,9.5019608256,100,5.1389135664,100,4.5679215609,100,2.5876710851,100,15.199272893,100,4.5676826557,100
