Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid,Alnabru NO2 µg/m³ Hour,Dekning,Bygdøy Alle NO2 µg/m³ Hour,Dekning,Hjortnes NO2 µg/m³ Hour,Dekning,Kirkeveien NO2 µg/m³ Hour,Dekning,Manglerud NO2 µg/m³ Hour,Dekning,Rv 4- Aker sykehus NO2 µg/m³ Hour,Dekning,Åkebergveien NO2 µg/m³ Hour,Dekning
28.02.2019 08:00,188.760204044,100,,0,122.1061597376,100,76.4443265281,100,78.4661302713,100,51.7059669386,100,66.2413109372,100
28.02.2019 09:00,201.6988186965,100,,0,107.1125790415,100,91.2547179387,100,87.242070242,100,63.2165108807,100,94.8777773425,100
28.02.2019 10:00,171.8798042376,100,,0,63.5911323724,100,96.1913462085,100,96.4174745959,100,78.5742293063,100,83.4897190077,100
28.02.2019 11:00,107.7120829571,100,,0,53.2810317314,100,82.9014651176,100,119.8008542979,100,112.361217275,100,81.1030222516,100
28.02.2019 12:00,88.104021396,100,,0,54.1013905506,100,85.6429015714,100,109.6209531082,100,95.7038134756,100,83.0930065009,100
28.02.2019 13:00,77.0556195296,100,,0,50.178336942,100,76.0300900207,100,93.4111768196,100,71.5852038637,100,69.7762056396,100
28.02.2019 14:00,57.9412484534,100,,0,65.8466014571,100,52.6186271847,100,91.0678184092,100,69.2287610294,100,68.0341497754,100
28.02.2019 15:00,52.6432512879,100,,0,53.9406897102,100,76.9069852282,100,93.5826573203,100,13.741201845,100,57.0413370913,100
28.02.2019 16:00,60.1270067824,100,,0,86.549041344,100,68.5643731239,100,93.7637079831,100,3.5027469753,100,65.3786428466,100
28.02.2019 17:00,60.5781481945,100,,0,106.9129948042,100,76.8044663216,100,98.2351056717,100,3.8469439258,100,74.1570046923,100
28.02.2019 18:00,115.3311743731,100,,0,130.3533648807,100,57.3380137173,100,47.9754771087,100,6.4592760135,100,52.256980261,100
28.02.2019 19:00,106.0172828178,100,,0,108.4411573057,100,46.0432382814,100,90.6387102833,100,3.1799604801,100,69.3649359568,100
28.02.2019 20:00,94.5575786418,100,,0,89.5085286249,100,29.1232571217,100,126.1380781374,100,2.2594749695,100,82.6634421488,100
28.02.2019 21:00,78.3980413945,100,,0,83.83963704,100,17.3878391946,100,114.0022919842,100,2.3905845413,100,78.1681754188,100
28.02.2019 22:00,81.7746250523,100,,0,86.015243655,100,32.770441626,100,98.9756161193,100,50.865257181,100,75.8119025963,100
28.02.2019 23:00,91.9455109891,100,,0,89.2854473265,100,48.9884765372,100,95.1097743847,100,54.6877046542,100,70.4354186304,100
01.03.2019 00:00,85.5571344529,100,,0,67.9235080184,100,42.5307236501,100,74.6014211191,100,40.8992393276,100,66.7418853647,100
01.03.2019 01:00,76.3225413154,100,,0,60.0624214364,100,46.7671797697,100,61.1699503618,100,32.906555845,100,70.5497479894,100
01.03.2019 02:00,65.4300705798,100,,0,60.2534252668,100,41.6981426137,100,50.267803764,100,23.3500405992,100,72.8343549964,100
01.03.2019 03:00,53.8969404404,100,,0,55.0192445793,100,9.7491283052,100,61.5571476302,100,8.1247126751,100,65.9186581566,100
01.03.2019 04:00,61.7931348603,100,,0,53.5998544824,100,10.1677914804,100,58.4431043801,100,12.8244855415,100,65.4325065485,100
01.03.2019 05:00,63.9358303071,100,,0,51.6093751229,100,4.9244035851,100,63.3097229479,100,1.5881289111,100,62.4596724096,100
01.03.2019 06:00,72.221330372,100,,0,59.0553961644,100,6.8222183782,100,53.1903712528,100,1.3557794465,100,54.5141359162,100
01.03.2019 07:00,122.2622743359,100,,0,107.8857178237,100,16.1089976149,100,65.2827960416,100,2.8145972405,100,44.687679118,100
01.03.2019 08:00,121.6747480688,100,,0,117.9866788992,100,38.738785085,100,58.6574105607,100,53.479058609,100,86.5191449348,100
01.03.2019 09:00,132.1932617781,100,,0,117.3551919703,100,51.216199241,100,105.6599494491,100,57.8121217026,100,95.8490729021,100
01.03.2019 10:00,125.5670989417,100,,0,44.6282292066,100,48.6238150801,100,115.7867193572,100,6.7671356416,100,85.4797574997,100
01.03.2019 11:00,65.2702146788,100,,0,48.8054197786,100,20.5374105862,100,96.0428265001,100,4.3402728939,100,60.9579158553,100
01.03.2019 12:00,61.6376779339,100,,0,46.8156983093,100,16.6162454882,100,52.4131914805,100,11.5222481979,100,60.2621585916,100
01.03.2019 13:00,50.1054092787,100,,0,19.4895215221,100,16.5818269044,100,67.4152921941,100,35.008472639,100,33.7615175912,100
01.03.2019 14:00,61.480962449,100,,0,10.2693385721,100,42.8040623415,100,79.6725504841,100,30.8801257478,100,35.6732546383,100
01.03.2019 15:00,40.9317347371,100,,0,28.9201009766,100,38.1636492285,100,80.813339301,100,50.3544192931,100,31.8259769455,100
01.03.2019 16:00,46.5190869606,100,,0,15.2767789006,100,31.7613612943,100,72.4406649982,100,46.3698397211,100,31.3907368474,100
01.03.2019 17:00,45.2475943813,100,,0,14.4830804394,100,29.797435622,100,80.0169001261,100,33.4797965279,100,43.7343620329,100
01.03.2019 18:00,62.6334049534,100,,0,33.9065542246,100,55.2809668394,100,87.5882650855,100,22.5823414434,100,58.006414834,100
01.03.2019 19:00,97.3263017532,100,,0,102.1261625101,100,75.4638294404,100,58.1733478821,100,66.6915338122,100,57.9973674273,100
01.03.2019 20:00,94.7334082606,100,,0,107.5972802627,100,72.275182138,100,60.9161280598,100,76.2958090774,100,70.135716722,100
01.03.2019 21:00,92.1607888216,100,,0,101.5665023637,100,67.5982537809,100,43.3908692839,100,78.6270046693,100,81.0325544537,100
01.03.2019 22:00,90.2481570246,100,,0,89.9194518315,100,54.2720197652,100,43.1925681991,100,74.6221173411,100,83.1366191708,100
01.03.2019 23:00,87.890516843,100,,0,81.267412541,100,58.1006022801,100,57.6083065765,100,49.917576077,100,77.0710173948,100
02.03.2019 00:00,89.6351457202,100,,0,73.0219397258,100,55.4722435773,100,27.8370385349,100,62.8350679318,100,72.5532233854,100
02.03.2019 01:00,78.9530363622,100,,0,66.5674169981,100,38.9178939172,100,37.5578720797,100,39.6435329032,100,60.9460684754,100
02.03.2019 02:00,79.6153472623,100,,0,64.1395359192,100,35.4543291322,100,32.7028726988,100,40.337896341,100,55.1682150097,100
02.03.2019 03:00,74.4987893734,100,,0,55.9214628078,100,34.5629702841,100,45.7308143902,100,25.2776738118,100,46.8476640097,100
02.03.2019 04:00,63.373676249,100,,0,54.3340169184,100,34.0056799822,100,38.5296446727,100,21.5537634231,100,40.6734133642,100
02.03.2019 05:00,62.1157101654,100,,0,48.8971452659,100,25.8235404217,100,37.3723207263,100,24.9869950162,100,39.8243538642,100
02.03.2019 06:00,58.2642891055,100,,0,46.8887969653,100,22.751175,100,29.7778558912,100,21.7843680267,100,36.6235587422,100
02.03.2019 07:00,53.7735025965,100,,0,57.7490641374,100,25.7734582431,100,27.8405629831,100,17.9765816843,100,27.2677145817,100
02.03.2019 08:00,54.6478911035,100,,0,61.6064976782,100,31.6717865988,100,66.9648810803,100,18.0271046651,100,33.4290501995,100
02.03.2019 09:00,58.0981911155,100,,0,65.2101653592,100,39.0932000761,100,53.7138171776,100,35.2325362466,100,33.4336684197,100
02.03.2019 10:00,40.7222428629,100,,0,27.8674405671,100,34.6127702183,100,33.8524638665,100,38.4834021468,100,32.5789541718,100
02.03.2019 11:00,42.6658645814,100,,0,52.5354038127,100,31.8463713757,100,48.2576617082,100,42.6700431958,100,25.7787496458,100
02.03.2019 12:00,34.5157513307,100,,0,18.0490852962,100,36.1716958597,100,51.1685319675,100,33.2256399232,100,26.2035752862,100
02.03.2019 13:00,29.3716636612,100,,0,30.862283603,100,28.7117791502,100,53.3124024998,100,32.2399085912,100,25.9992436578,100
02.03.2019 14:00,26.1597164203,100,,0,17.2383898339,100,32.6201258354,100,56.2402759513,100,31.0531321442,100,30.449507951,100
02.03.2019 15:00,27.8876323801,100,,0,32.2443342077,100,38.9722643156,100,58.9460533536,100,37.9044840614,100,34.9037873465,100
02.03.2019 16:00,36.4897678623,100,,0,50.2403687977,100,42.7212116042,100,70.0078071348,100,46.5808126078,100,42.5290781339,100
02.03.2019 17:00,40.5817655434,100,,0,52.8301938187,100,50.466712488,100,75.0730893444,100,51.3353779493,100,42.9413685421,100
02.03.2019 18:00,64.2349928936,100,,0,76.0843001271,100,46.5385395549,100,78.3535614989,100,49.4479776409,100,57.1356827353,100
02.03.2019 19:00,78.437744016,100,,0,83.6940549904,100,61.5827025515,100,75.8304626454,100,58.8563658166,100,59.8987582981,100
02.03.2019 20:00,58.876605885,100,,0,51.4094167183,100,53.2368436664,100,51.7052111394,100,64.6906006311,100,66.2370070038,100
02.03.2019 21:00,32.4545218829,100,,0,33.9828136792,100,40.3535014801,100,24.1091210852,100,49.2554961887,100,42.6893810394,100
02.03.2019 22:00,18.280867186,100,,0,33.4057363994,100,34.1612324681,100,11.871662879,100,43.3193083896,100,20.0096963449,100
02.03.2019 23:00,27.1039030624,100,,0,30.2037383939,100,8.6389066077,100,16.9199637616,100,38.395788198,100,15.3476666824,100
03.03.2019 00:00,21.092229284,100,,0,21.4036716297,100,7.1521940676,100,11.6744379512,100,23.0260646074,100,18.1015594428,100
03.03.2019 01:00,19.8135512527,100,,0,39.3885402018,100,10.093001509,100,13.2317980427,100,20.4783494706,100,17.4631138837,100
03.03.2019 02:00,30.997928451,100,,0,43.1824828009,100,18.6705764646,100,45.479002128,100,24.2104751711,100,18.0915971591,100
03.03.2019 03:00,24.12796351,100,,0,30.3870468133,100,11.7895531034,100,55.7673043774,100,19.4183788931,100,28.6687082912,100
03.03.2019 04:00,20.4822617716,100,,0,20.9940337701,100,10.8958180269,100,45.2708880598,100,16.5314276155,100,27.6085888087,100
03.03.2019 05:00,13.1819241324,100,,0,16.9942608532,100,14.3155922384,100,31.4804663357,100,10.2303848416,100,19.3526222501,100
03.03.2019 06:00,11.0406114553,100,,0,16.9917424563,100,12.0419911058,100,37.1285149659,100,8.1088956186,100,17.022345106,100
03.03.2019 07:00,8.0385504242,100,,0,18.392282548,100,12.2076677446,100,32.2654820311,100,8.4701549646,100,19.9894081771,100
03.03.2019 08:00,13.4261861928,100,,0,22.7880911789,100,9.0590430827,100,42.7526521104,100,9.9292955629,100,23.7878843276,100
03.03.2019 09:00,10.4242708602,100,,0,19.0001311845,100,9.286186132,100,52.0986578695,100,9.6690600165,100,24.6287289666,100
03.03.2019 10:00,13.2288431872,100,,0,30.389199174,100,20.292902086,100,58.7094297422,100,23.9177335751,100,22.3023756968,100
03.03.2019 11:00,19.2689442626,100,,0,34.8014231551,100,12.2279472648,100,58.3368457657,100,8.7614228434,100,22.9399948336,100
03.03.2019 12:00,19.0613815887,100,,0,29.3865301675,100,12.9006782027,100,65.1565110953,100,18.0028319804,100,20.6274602538,100
03.03.2019 13:00,26.614090047,100,,0,13.188277537,100,22.1752121748,100,58.8993617285,100,23.8851331153,100,21.2503576639,100
03.03.2019 14:00,16.7165999304,100,,0,19.9879107681,100,26.4738838472,100,44.5196274034,100,20.7976369777,100,17.0284882449,100
03.03.2019 15:00,24.043117973,100,,0,31.3777856038,100,27.2862414628,100,42.1733976281,100,34.5064968208,100,20.1899520962,100
03.03.2019 16:00,22.3247141046,100,,0,57.3675292244,100,45.9449920825,100,46.0559021618,100,36.0308620567,100,27.5794196151,100
03.03.2019 17:00,45.3838508075,100,,0,66.1631423743,100,52.8673612499,100,33.0325285021,100,48.1439080873,100,30.7357908542,100
03.03.2019 18:00,46.8905165585,100,,0,68.9382533322,100,38.2428231941,100,79.3282394512,100,31.8183871743,100,41.0663168679,100
03.03.2019 19:00,39.7879046693,100,,0,60.7366027911,100,33.7084252866,100,94.8928155784,100,31.6107182874,100,43.8032653932,100
03.03.2019 20:00,42.174666585,100,,0,59.9292256979,100,37.6471433627,100,101.9225968249,100,32.0148245924,100,37.6694792252,100
03.03.2019 21:00,40.6729244398,100,,0,75.127449644,100,37.7143572997,100,82.828285169,100,40.0665756617,100,42.7375770436,100
03.03.2019 22:00,37.6712015618,100,,0,53.6944851916,100,36.5816913183,100,31.6590706116,100,39.1875877219,100,38.7158300956,100
03.03.2019 23:00,27.1276871057,100,,0,41.8994190285,100,27.05817635,100,53.2248294329,100,24.3187929418,100,26.8971641872,100
04.03.2019 00:00,18.515532602,100,,0,35.3275635778,100,18.7416077472,100,46.4273452886,100,23.0079645441,100,18.8838839568,100
04.03.2019 01:00,21.5379804263,100,,0,21.9462566043,100,15.2359119777,100,34.9515509415,100,11.4548521051,100,20.3582739854,100
04.03.2019 02:00,16.5913235779,100,,0,15.7556403417,100,10.6200787078,100,28.3401841808,100,11.1147142977,100,18.2479327278,100
04.03.2019 03:00,19.3990646724,100,,0,13.7555757916,100,8.8957276547,100,26.4029791527,100,9.1213595514,100,16.5591675748,100
04.03.2019 04:00,14.4556437655,100,,0,18.1486535518,100,9.3298549951,100,32.058576899,100,8.2037816478,100,15.2926386983,100
04.03.2019 05:00,24.1716087829,100,,0,21.7344141755,100,9.4466843572,100,44.2776012664,100,11.8938960803,100,15.0805796405,100
04.03.2019 06:00,30.9066325608,100,,0,27.5396220872,100,7.9522443785,100,44.6999037126,100,9.7987553589,100,23.2919996254,100
04.03.2019 07:00,78.4856438321,100,,0,53.5522275909,100,21.5391612917,100,70.7891905942,100,22.9558404634,100,37.4048762705,100
04.03.2019 08:00,72.4971300596,100,,0,,0,26.1108605193,100,77.9901297199,100,30.8414226538,100,47.7459946252,100
04.03.2019 09:00,71.0229406256,100,,0,70.9387395702,100,34.6693049382,100,,0,35.9053275933,100,53.6692340374,100
04.03.2019 10:00,60.8467468125,100,,0,56.1638839673,100,29.9917406291,100,50.9326922006,100,,0,53.0525878033,100
04.03.2019 11:00,57.8228088322,100,,0,55.7304567899,100,25.4532051638,100,45.2859322277,100,14.8735104131,100,45.6494579132,100
04.03.2019 12:00,51.9708781204,100,,0,49.9264061872,100,22.6794044213,100,61.2496662953,100,7.7373424572,100,27.7281483261,100
04.03.2019 13:00,53.2467939669,100,,0,55.4884679428,100,17.1063730405,100,36.3380446395,100,6.0849635157,100,26.682374576,100
04.03.2019 14:00,60.1805404383,100,,0,41.7436852323,100,18.605419547,100,37.8935560943,100,5.0211736807,100,31.7169438541,100
04.03.2019 15:00,47.0204349233,100,,0,43.9202867476,100,19.4761779752,100,50.5550980272,100,4.5191126744,100,25.1872738311,100
04.03.2019 16:00,41.2122564486,100,,0,48.1135131283,100,16.6181404483,100,52.4511315816,100,5.2635478499,100,28.1280936296,100
04.03.2019 17:00,43.5961916902,100,,0,47.7085704265,100,16.437372817,100,53.0319110298,100,4.8304612167,100,20.3277084288,100
04.03.2019 18:00,42.7061183653,100,,0,38.3036997929,100,11.7482312121,100,43.3132818697,100,4.7624013376,100,20.1197935058,100
04.03.2019 19:00,35.5729036963,100,,0,34.6875006528,100,13.334791836,100,41.5566916691,100,3.4750504238,100,16.538080669,100
04.03.2019 20:00,26.5168554108,100,,0,36.8791489752,100,11.0463495966,100,44.2697324721,100,2.9245036247,100,12.3335008476,100
04.03.2019 21:00,29.744447466,100,,0,23.7039448761,100,7.8278183984,100,44.4586831316,100,3.3002598047,100,11.2822748965,100
04.03.2019 22:00,21.3128437113,100,,0,19.7041963163,100,7.8101335745,100,36.8903691693,100,3.1206610131,100,10.2351232114,100
04.03.2019 23:00,15.2755385242,100,,0,13.3174382629,100,7.3525864321,100,26.9792836521,100,1.8805544065,100,7.2938500069,100
05.03.2019 00:00,10.1042643446,100,,0,7.7271758266,100,4.1784624029,100,15.7207892822,100,1.4030730351,100,7.084121625,100
05.03.2019 01:00,5.7976355338,100,,0,7.5202804048,100,2.7558576655,100,8.7320439061,100,1.2257456256,100,3.9353393616,100
05.03.2019 02:00,4.9424979074,100,,0,5.1234574408,100,2.4941001615,100,10.6725991361,100,0.7252239552,100,3.0964165372,100
05.03.2019 03:00,4.7362057484,100,,0,5.3168161782,100,2.1312602745,100,5.2390774864,100,0.903423325,100,2.4683641775,100
05.03.2019 04:00,5.3888729081,100,,0,3.1185586987,100,1.3390944923,100,5.4341953479,100,0.5479800159,100,2.2588080357,100
05.03.2019 05:00,9.287189252,100,,0,4.9130637673,100,2.9247871149,100,9.3153095733,100,0.5639578757,100,2.6798122215,100
05.03.2019 06:00,14.7053617247,100,,0,10.1063351067,100,3.2779858457,100,21.156313154,100,0.6597926474,100,3.0997334922,100
05.03.2019 07:00,34.6799834802,100,,0,48.8752385113,100,9.369781203,100,57.6862014388,100,2.1530715425,100,6.2434622956,100
05.03.2019 08:00,47.3851669408,100,,0,60.3043223713,100,12.4912265583,100,66.2737499785,100,3.4750953872,100,19.449435053,100
05.03.2019 09:00,50.9848639912,100,,0,66.9138822707,100,22.4372820604,100,66.6589248947,100,3.8299559303,100,27.0047935411,100
05.03.2019 10:00,55.9142687568,100,,0,53.3218149931,100,,0,53.6331985081,100,4.5340951181,100,32.046061237,100
05.03.2019 11:00,38.496036849,100,,0,46.7162296988,100,19.0458264363,100,41.5699030006,100,3.2299514237,100,28.2544689631,100
05.03.2019 12:00,56.3332333643,100,,0,50.690402704,100,21.3122898662,100,27.3915087425,100,4.9121000895,100,24.8893105263,100
05.03.2019 13:00,73.6488714615,100,,0,53.8959537017,100,25.4274651243,100,14.9680921428,100,8.2348322219,100,28.4515188172,100
05.03.2019 14:00,57.9162935854,100,,0,46.291254704,100,22.739477174,100,18.8459637059,100,15.560154057,100,25.7345880503,100
05.03.2019 15:00,50.7799372343,100,,0,58.0999589035,100,25.5144928287,100,8.3495914858,100,18.3866050401,100,25.5043299682,100
05.03.2019 16:00,65.9386177587,100,,0,61.72259848,100,,0,14.9519000198,100,28.0291432226,100,39.9515483623,100
05.03.2019 17:00,60.9699256886,100,,0,74.9162334866,100,19.6917806508,100,23.8895520294,100,35.3176013418,100,33.6544526935,100
05.03.2019 18:00,59.1980822093,100,,0,74.1097631684,100,19.0237516932,100,9.699067398,100,41.4726908188,100,50.1824473437,100
05.03.2019 19:00,59.1585389042,100,,0,58.8637133102,100,23.0493414521,100,12.0278108994,100,40.9962087179,100,37.3976397335,100
05.03.2019 20:00,47.060650233,100,,0,70.2589859013,100,24.868707796,100,15.714115018,100,41.3679594711,100,39.4784741965,100
05.03.2019 21:00,42.7170839983,100,,0,32.6247192317,100,27.3031319608,100,13.1922801096,100,38.1348714873,100,35.9168154595,100
05.03.2019 22:00,34.9291245892,100,,0,38.035454817,100,17.4033465466,100,16.1069350131,100,35.3288980535,100,11.053793129,100
05.03.2019 23:00,27.1532660185,100,,0,24.4340716249,100,8.3653627152,100,6.9824927742,100,33.9259961221,100,13.145468729,100
06.03.2019 00:00,35.8021315144,100,,0,17.8395281411,100,6.390375753,100,6.5961784111,100,22.0124100949,100,10.8468653528,100
06.03.2019 01:00,24.5692877658,100,,0,22.4346586593,100,10.7043672325,100,6.4023654379,100,19.9040479818,100,11.6774311368,100
06.03.2019 02:00,19.5997970961,100,,0,16.0292009498,100,6.7743153595,100,8.3411420199,100,15.0031227953,100,9.5891558994,100
06.03.2019 03:00,14.6463432926,100,,0,5.0333060361,100,7.8410888679,100,4.8493174756,100,8.0754977912,100,7.921333198,100
06.03.2019 04:00,6.2257998658,100,,0,6.4293486977,100,7.526728239,100,2.5208537326,100,12.2366008586,100,8.7557058371,100
06.03.2019 05:00,26.3843495286,100,,0,6.8283443146,100,7.0366236507,100,12.031738272,100,12.3960213339,100,16.8871820756,100
06.03.2019 06:00,34.8019625498,100,,0,1.4254475314,100,5.4661328386,100,16.1065980695,100,20.8196306217,100,15.425122707,100
06.03.2019 07:00,37.6315347414,100,,0,18.6287709372,100,12.5528319821,100,13.9637801089,100,35.7802870293,100,22.1025127844,100
06.03.2019 08:00,44.5288176489,100,,0,19.030114366,100,31.3640002349,100,21.3309085501,100,61.3627392799,100,51.3581140359,100
06.03.2019 09:00,,0,,0,12.0104364426,100,16.4808131057,100,21.7262478161,100,65.1213679099,100,36.9296007026,100
06.03.2019 10:00,33.8193617185,100,,0,24.2403063726,100,22.9300051272,100,22.7187345327,100,52.323731257,100,50.9587554172,100
06.03.2019 11:00,32.6681242865,100,,0,26.8620917773,100,41.3575466565,100,69.8058973808,100,33.5071905292,100,32.1354497165,100
06.03.2019 12:00,45.1573327007,100,,0,38.6808873563,100,26.6831696883,100,53.4575778051,100,29.8858211848,100,25.8663435419,100
06.03.2019 13:00,78.1841250417,100,,0,42.8946328556,100,21.7637266225,100,84.2626734185,100,42.6987465538,100,35.8577525482,100
06.03.2019 14:00,61.2644383789,100,,0,78.8002102974,100,43.1719084544,100,79.7360400163,100,28.615309658,100,,0
06.03.2019 15:00,60.5709327217,100,,0,62.5362808137,100,37.2694788801,100,59.2774265405,100,17.681147526,100,39.809233114,100
06.03.2019 16:00,56.1534402647,100,,0,77.227775154,100,30.9419471364,100,49.9332163643,100,25.0501818778,100,40.6314843521,100
06.03.2019 17:00,53.325184787,100,,0,77.182846252,100,33.93352517,100,73.6656273235,100,24.1935668458,100,48.5497794268,100
06.03.2019 18:00,43.9531943526,100,,0,74.3718134816,100,33.4773131804,100,92.1477380026,100,25.01942436,100,47.0855594799,100
06.03.2019 19:00,38.089653573,100,,0,63.6947785217,100,28.2390557257,100,80.2859680757,100,16.6805817973,100,40.6038695697,100
06.03.2019 20:00,32.635673255,100,,0,52.0643750209,100,28.9525984463,100,76.3927225531,100,16.6480763939,100,41.6472893617,100
06.03.2019 21:00,24.806495202,100,,0,45.0378270463,100,27.59590244,100,66.4482436476,100,14.4586693331,100,35.81118703,100
06.03.2019 22:00,24.127812576,100,,0,35.6149884454,100,20.2877697018,100,64.6880451542,100,14.0630178757,100,21.0238385276,100
06.03.2019 23:00,21.7490410727,100,,0,25.5923361932,100,14.7926314828,100,56.3257305908,100,10.8604132023,100,20.6060097623,100
07.03.2019 00:00,21.3004027318,100,,0,24.7874104439,100,11.7093157011,100,25.8211139712,100,6.1548037963,100,21.4412002653,100
07.03.2019 01:00,14.1562589984,100,,0,14.9720396136,100,8.2148713893,100,13.5841432363,100,3.8970238248,100,20.8098374913,100
07.03.2019 02:00,13.0648224745,100,,0,14.5649424895,100,6.2459711991,100,19.7943082201,100,3.2497819178,100,17.4780143919,100
07.03.2019 03:00,16.3218327776,100,,0,10.9528646494,100,5.6792987012,100,20.5716273361,100,2.5303381839,100,12.904656675,100
07.03.2019 04:00,16.5219411938,100,,0,8.7486393647,100,4.1668539606,100,19.4126379635,100,3.9358753527,100,10.8179514906,100
07.03.2019 05:00,18.6889041406,100,,0,19.1628971665,100,5.3160612047,100,27.3855322297,100,4.8543868837,100,17.6834171198,100
07.03.2019 06:00,35.6069910976,100,,0,32.2137208065,100,8.4834688642,100,37.8823409647,100,7.5767263902,100,20.5993833508,100
07.03.2019 07:00,61.7980476765,100,,0,62.986123011,100,15.9044004483,100,65.3430782607,100,16.9533887338,100,39.9619376883,100
07.03.2019 08:00,62.5954758037,100,,0,73.876672477,100,24.7315157502,100,84.6868162529,100,18.0408589683,100,54.3195481982,100
07.03.2019 09:00,64.1650356768,100,,0,73.6886796281,100,28.9132227029,100,73.3698008741,100,8.5427120319,100,49.5715597723,100
07.03.2019 10:00,66.8119045395,100,,0,86.610335377,100,35.0762011574,100,79.332520298,100,13.4062774094,100,47.0578375318,100
07.03.2019 11:00,65.5156496824,100,,0,73.6777982934,100,27.3131638703,100,75.5215781998,100,8.3972825545,100,46.6695109562,100
07.03.2019 12:00,65.7627345408,100,,0,71.1083936571,100,29.0531336766,100,71.484477215,100,8.3980123334,100,35.17436559,100
07.03.2019 13:00,68.174639926,100,,0,72.8841693138,100,26.2088564666,100,82.6003651899,100,10.1202619933,100,36.4221841145,100
07.03.2019 14:00,64.2509429484,100,,0,68.0712160183,100,27.0250520559,100,72.4251632995,100,11.9744677405,100,48.5300760956,100
07.03.2019 15:00,70.8856776207,100,,0,71.7218862027,100,28.8227961883,100,62.0566610272,100,10.9073727947,100,37.8874183829,100
07.03.2019 16:00,61.3377844614,100,,0,78.8210542959,100,31.5796133935,100,54.6640837343,100,12.3664276084,100,45.3681063005,100
07.03.2019 17:00,54.7544976191,100,,0,94.1879696492,100,31.3761382364,100,73.3758922071,100,9.7315751887,100,41.1875767731,100
07.03.2019 18:00,64.0614719985,100,,0,74.2781584824,100,28.1830542263,100,70.421576213,100,26.484856816,100,37.4362696511,100
07.03.2019 19:00,60.0731241829,100,,0,51.1129877309,100,20.9269822108,100,60.3296643669,100,14.246851769,100,35.5486765817,100
07.03.2019 20:00,42.6801640571,100,,0,41.8366752654,100,16.9474627432,100,53.488209055,100,21.2678048249,100,21.6220541145,100
07.03.2019 21:00,38.5454326239,100,,0,35.1967868203,100,14.9244202785,100,50.7243057347,100,25.5499146437,100,17.8779541558,100
07.03.2019 22:00,27.2457571211,100,,0,41.0159802524,100,9.1353283953,100,40.6077072301,100,21.7465815793,100,18.9219070963,100
07.03.2019 23:00,23.5600144318,100,,0,41.2612327555,100,14.5966046963,100,24.2797159682,100,14.4031952258,100,19.5430253564,100
08.03.2019 00:00,18.9981688266,100,,0,21.3376796149,100,6.2866408872,100,21.3754802258,100,2.8212514601,100,16.2096224156,100
08.03.2019 01:00,12.7165558894,100,,0,17.9128999656,100,4.765208243,100,12.0340806115,100,2.4765346108,100,13.2994015685,100
08.03.2019 02:00,13.1362041445,100,,0,27.7455209211,100,4.897204557,100,16.9015608573,100,5.560803472,100,14.9675850724,100
08.03.2019 03:00,10.7472739985,100,,0,18.0865751932,100,5.5473842224,100,15.3465331713,100,4.3144865804,100,8.7301044258,100
08.03.2019 04:00,14.8783349241,100,,0,14.2810066789,100,4.9550243809,100,21.3683925255,100,2.4634131389,100,9.3609827245,100
08.03.2019 05:00,28.9525224041,100,,0,22.5202739638,100,8.157598198,100,18.6588001557,100,1.638390882,100,7.2750511704,100
08.03.2019 06:00,33.3295941739,100,,0,32.959340647,100,3.2926556109,100,28.7616734766,100,1.2474112589,100,5.4051260626,100
08.03.2019 07:00,66.9708994619,100,,0,70.1593490687,100,6.5953730426,100,56.3652605724,100,2.0942902649,100,6.4402006691,100
08.03.2019 08:00,44.5786398423,100,,0,77.8803576021,100,12.6938652235,100,49.7748514602,100,4.4722297682,100,13.2952625496,100
08.03.2019 09:00,43.6555323885,100,,0,70.0012194518,100,10.7251111335,100,56.9636333468,100,4.91605445,100,14.7463853581,100
08.03.2019 10:00,33.8966080162,100,,0,39.6133965481,100,5.9552096783,100,37.7008999319,100,2.6585558115,100,8.7255696054,100
08.03.2019 11:00,29.5527963545,100,,0,47.4322376913,100,5.4364811663,100,38.6586136838,100,3.0932527725,100,7.8943322927,100
08.03.2019 12:00,29.7665233042,100,,0,56.9011431469,100,8.8318693302,100,40.0330576787,100,2.9159769096,100,9.1368308491,100
08.03.2019 13:00,18.0457165995,100,,0,47.4579441363,100,15.2618074445,100,62.5798389366,100,5.8985419908,100,12.8741327166,100
08.03.2019 14:00,36.4380986319,100,,0,54.282678344,100,15.0321925163,100,88.076193359,100,15.4857249937,100,20.5633246396,100
08.03.2019 15:00,41.197129273,100,,0,25.3287362001,100,19.905866389,100,85.5134582375,100,15.6477039835,100,18.8944279548,100
08.03.2019 16:00,32.9527779892,100,,0,26.521275231,100,13.5917018426,100,65.3055814858,100,14.1985624195,100,17.0305608758,100
08.03.2019 17:00,31.8639210586,100,,0,10.4482131646,100,16.6434432639,100,53.4239021476,100,14.1285421967,100,16.3997285966,100
