Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Fra-tid,Til-tid,Alnabru NO2 µg/m³,QA,QC,Bygdøy Alle NO2 µg/m³,QA,QC,Hjortnes NO2 µg/m³,QA,QC,Kirkeveien NO2 µg/m³,QA,QC,Manglerud NO2 µg/m³,QA,QC,Rv 4- Aker sykehus NO2 µg/m³,QA,QC
01.04.2022 00:00,01.04.2022 01:00,25,0,4,29.8,0,4,42.8,0,4,1.7,0,4,23.7,0,4,0.9,0,4
01.04.2022 01:00,01.04.2022 02:00,15.5,0,4,25.3,0,4,47.9,0,4,1.5,0,4,39.2,0,4,15.3,0,4
01.04.2022 02:00,01.04.2022 03:00,11.9,0,4,26.5,0,4,38.1,0,4,1,0,4,17.1,0,4,4.6,0,4
01.04.2022 03:00,01.04.2022 04:00,44.8,0,4,13.2,0,4,36.2,0,4,1.4,0,4,35.6,0,4,17.3,0,4
01.04.2022 04:00,01.04.2022 05:00,55.1,0,4,12.2,0,4,28,0,4,7.9,0,4,49.2,0,4,21.6,0,4
01.04.2022 05:00,01.04.2022 06:00,89.9,0,4,28.4,0,4,76.3,0,4,23.8,0,4,93.9,0,4,33.2,0,4
01.04.2022 06:00,01.04.2022 07:00,75.7,0,4,51.5,0,4,74.1,0,4,34.4,0,4,61,0,4,45.6,0,4
01.04.2022 07:00,01.04.2022 08:00,54.9,0,4,59.8,0,4,67.2,0,4,16.8,0,4,77.3,0,4,44,0,4
01.04.2022 08:00,01.04.2022 09:00,40.4,0,4,43.5,0,4,54.5,0,4,16,0,4,59.9,0,4,7.4,0,4
01.04.2022 09:00,01.04.2022 10:00,40.6,0,4,29.7,0,4,43.9,0,4,12.3,0,4,50.4,0,4,13.2,0,4
01.04.2022 10:00,01.04.2022 11:00,36.3,0,4,35,0,4,28,0,4,7.5,0,4,50.1,0,4,17.7,0,4
01.04.2022 11:00,01.04.2022 12:00,29.9,0,4,24.3,0,4,14.2,0,4,8.4,0,4,42,0,4,14.4,0,4
01.04.2022 12:00,01.04.2022 13:00,24.7,0,4,25.1,0,4,11.7,0,4,7.1,0,4,27.3,0,4,16.9,0,4
01.04.2022 13:00,01.04.2022 14:00,25.4,0,4,31.7,0,4,22.7,0,4,13.9,0,4,17.5,0,4,9.8,0,4
01.04.2022 14:00,01.04.2022 15:00,24,0,4,31.1,0,4,21,0,4,18,0,4,33.8,0,4,7.5,0,4
01.04.2022 15:00,01.04.2022 16:00,29.2,0,4,42.5,0,4,14,0,4,13,0,4,33.3,0,4,8.4,0,4
01.04.2022 16:00,01.04.2022 17:00,22.4,0,4,35.8,0,4,12.4,0,4,18.7,0,4,42.3,0,4,4,0,4
01.04.2022 17:00,01.04.2022 18:00,25.6,0,4,26.9,0,4,4.9,0,4,13.7,0,4,48.2,0,4,6.7,0,4
01.04.2022 18:00,01.04.2022 19:00,39.4,0,4,30.7,0,4,20.2,0,4,14.3,0,4,20,0,4,3.2,0,4
01.04.2022 19:00,01.04.2022 20:00,75.2,0,4,23.3,0,4,33.8,0,4,21.4,0,4,13.1,0,4,9.9,0,4
01.04.2022 20:00,01.04.2022 21:00,80.2,0,4,20.7,0,4,46.7,0,4,24.1,0,4,18.4,0,4,33,0,4
01.04.2022 21:00,01.04.2022 22:00,66.9,0,4,17.8,0,4,39.9,0,4,42.1,0,4,18.6,0,4,17.6,0,4
01.04.2022 22:00,01.04.2022 23:00,63,0,4,23.5,0,4,47.4,0,4,23,0,4,26,0,4,33,0,4
01.04.2022 23:00,02.04.2022 00:00,49.1,0,4,16.8,0,4,50.2,0,4,12.3,0,4,24.3,0,4,23.4,0,4
02.04.2022 00:00,02.04.2022 01:00,39.8,0,4,14.7,0,4,38.9,0,4,6.9,0,4,11.9,0,4,30,0,4
02.04.2022 01:00,02.04.2022 02:00,41.7,0,4,13.9,0,4,32.5,0,4,9.2,0,4,14.2,0,4,29.4,0,4
02.04.2022 02:00,02.04.2022 03:00,34.9,0,4,12.2,0,4,36.9,0,4,8.1,0,4,10.4,0,4,18.1,0,4
02.04.2022 03:00,02.04.2022 04:00,23.6,0,4,15.2,0,4,36,0,4,7.8,0,4,15.2,0,4,17.1,0,4
02.04.2022 04:00,02.04.2022 05:00,26.7,0,4,9,0,4,30.2,0,4,9.3,0,4,12.1,0,4,13.6,0,4
02.04.2022 05:00,02.04.2022 06:00,25.2,0,4,13.4,0,4,50.9,0,4,14.1,0,4,32.3,0,4,9.1,0,4
02.04.2022 06:00,02.04.2022 07:00,31.8,0,4,16.6,0,4,60.5,0,4,21.3,0,4,23,0,4,35.4,0,4
02.04.2022 07:00,02.04.2022 08:00,47.3,0,4,25.4,0,4,44.8,0,4,18.2,0,4,23.8,0,4,37.3,0,4
02.04.2022 08:00,02.04.2022 09:00,42.8,0,4,28.8,0,4,22,0,4,12.6,0,4,39.1,0,4,26.8,0,4
02.04.2022 09:00,02.04.2022 10:00,29.1,0,4,37.2,0,4,10.9,0,4,21.2,0,4,48.6,0,4,26.5,0,4
02.04.2022 10:00,02.04.2022 11:00,19.1,0,4,22.8,0,4,6.5,0,4,17.7,0,4,29.7,0,4,22.9,0,4
02.04.2022 11:00,02.04.2022 12:00,15.9,0,4,22.5,0,4,4.1,0,4,11.9,0,4,26.1,0,4,22.3,0,4
02.04.2022 12:00,02.04.2022 13:00,12.5,0,4,19.4,0,4,3,0,4,9.7,0,4,29.1,0,4,15.9,0,4
02.04.2022 13:00,02.04.2022 14:00,15,0,4,23.6,0,4,10.2,0,4,14.6,0,4,32.8,0,4,19,0,4
02.04.2022 14:00,02.04.2022 15:00,17.7,0,4,29.4,0,4,6.3,0,4,11.2,0,4,34.5,0,4,24.6,0,4
02.04.2022 15:00,02.04.2022 16:00,15.5,0,4,19.6,0,4,5.9,0,4,8.1,0,4,27.2,0,4,17,0,4
02.04.2022 16:00,02.04.2022 17:00,23,0,4,21.9,0,4,16.7,0,4,9.3,0,4,24.9,0,4,5.4,0,4
02.04.2022 17:00,02.04.2022 18:00,15.9,0,4,16.1,0,4,20.6,0,4,5.2,0,4,34.9,0,4,3.3,0,4
02.04.2022 18:00,02.04.2022 19:00,18.2,0,4,25.2,0,4,9.8,0,4,10.7,0,4,45.3,0,4,6,0,4
02.04.2022 19:00,02.04.2022 20:00,18.9,0,4,25.8,0,4,13.3,0,4,16.7,0,4,23.2,0,4,14.5,0,4
02.04.2022 20:00,02.04.2022 21:00,33.6,0,4,38.3,0,4,32.9,0,4,15.9,0,4,28.3,0,4,19.3,0,4
02.04.2022 21:00,02.04.2022 22:00,65,0,4,21.8,0,4,50.3,0,4,15.5,0,4,27.6,0,4,26.6,0,4
02.04.2022 22:00,02.04.2022 23:00,48.1,0,4,36.9,0,4,43.1,0,4,11.9,0,4,30,0,4,18.8,0,4
02.04.2022 23:00,03.04.2022 00:00,56.6,0,4,33.9,0,4,49.1,0,4,12.9,0,4,20.3,0,4,31.7,0,4
03.04.2022 00:00,03.04.2022 01:00,65,0,4,40.9,0,4,50.1,0,4,13.4,0,4,16.2,0,4,29,0,4
03.04.2022 01:00,03.04.2022 02:00,58.7,0,4,31.8,0,4,42.6,0,4,16.1,0,4,15,0,4,26.7,0,4
03.04.2022 02:00,03.04.2022 03:00,48,0,4,23.9,0,4,41.2,0,4,18,0,4,11.6,0,4,30.4,0,4
03.04.2022 03:00,03.04.2022 04:00,37.7,0,4,18.5,0,4,42.7,0,4,13.5,0,4,9.9,0,4,18.5,0,4
03.04.2022 04:00,03.04.2022 05:00,43.7,0,4,17.9,0,4,37.5,0,4,13.2,0,4,15.4,0,4,19.1,0,4
03.04.2022 05:00,03.04.2022 06:00,54.2,0,4,17.4,0,4,36.3,0,4,18.2,0,4,7.6,0,4,11.9,0,4
03.04.2022 06:00,03.04.2022 07:00,48.3,0,4,14.9,0,4,51.9,0,4,22.8,0,4,10.9,0,4,13,0,4
03.04.2022 07:00,03.04.2022 08:00,36,0,4,21.7,0,4,28.8,0,4,25.5,0,4,21.5,0,4,14.2,0,4
03.04.2022 08:00,03.04.2022 09:00,14.4,0,4,23.6,0,4,17,0,4,19.5,0,4,15,0,4,17.7,0,4
03.04.2022 09:00,03.04.2022 10:00,10.3,0,4,26.5,0,4,24.7,0,4,24.3,0,4,16,0,4,39.2,0,4
03.04.2022 10:00,03.04.2022 11:00,8.7,0,4,11.9,0,4,3.6,0,4,9,0,4,16.6,0,4,15.5,0,4
03.04.2022 11:00,03.04.2022 12:00,10.8,0,4,26,0,4,7.3,0,4,13.5,0,4,27.2,0,4,15.7,0,4
03.04.2022 12:00,03.04.2022 13:00,10.5,0,4,22.8,0,4,11,0,4,8.9,0,4,31.4,0,4,14.6,0,4
03.04.2022 13:00,03.04.2022 14:00,10.1,0,4,24.7,0,4,10.4,0,4,14.2,0,4,32.7,0,4,22.7,0,4
03.04.2022 14:00,03.04.2022 15:00,11,0,4,22.9,0,4,4.8,0,4,14.7,0,4,34.2,0,4,28.3,0,4
03.04.2022 15:00,03.04.2022 16:00,10.3,0,4,20.5,0,4,4.8,0,4,10.8,0,4,17.3,0,4,24,0,4
03.04.2022 16:00,03.04.2022 17:00,12.4,0,4,17.1,0,4,3.4,0,4,6.8,0,4,10.7,0,4,16.2,0,4
03.04.2022 17:00,03.04.2022 18:00,17.4,0,4,26.9,0,4,3.2,0,4,13.6,0,4,12.4,0,4,24.4,0,4
03.04.2022 18:00,03.04.2022 19:00,22.1,0,4,27.3,0,4,5.8,0,4,7.3,0,4,42.9,0,4,11.5,0,4
03.04.2022 19:00,03.04.2022 20:00,17.8,0,4,17.9,0,4,11.4,0,4,5.4,0,4,48.8,0,4,5.6,0,4
03.04.2022 20:00,03.04.2022 21:00,23.1,0,4,21.2,0,4,3.3,0,4,3.1,0,4,36.5,0,4,13.1,0,4
03.04.2022 21:00,03.04.2022 22:00,22.8,0,4,35,0,4,4.8,0,4,7.9,0,4,31.4,0,4,11.1,0,4
03.04.2022 22:00,03.04.2022 23:00,16.5,0,4,26.6,0,4,26.5,0,4,2,0,4,23,0,4,9.5,0,4
03.04.2022 23:00,04.04.2022 00:00,21.7,0,4,10.6,0,4,5.8,0,4,0.4,0,4,11.1,0,4,4.6,0,4
04.04.2022 00:00,04.04.2022 01:00,10.1,0,4,14.7,0,4,2.9,0,4,1.7,0,4,8.2,0,4,4.9,0,4
04.04.2022 01:00,04.04.2022 02:00,7.4,0,4,11.2,0,4,2.3,0,4,0.6,0,4,6.1,0,4,2.5,0,4
04.04.2022 02:00,04.04.2022 03:00,5.6,0,4,5.8,0,4,9.5,0,4,1.3,0,4,8.4,0,4,2.5,0,4
04.04.2022 03:00,04.04.2022 04:00,25.9,0,4,10.6,0,4,16.8,0,4,0.8,0,4,2.7,0,4,4,0,4
04.04.2022 04:00,04.04.2022 05:00,24.9,0,4,14,0,4,28.2,0,4,6.4,0,4,6.5,0,4,21.4,0,4
04.04.2022 05:00,04.04.2022 06:00,59.3,0,4,35.8,0,4,73.3,0,4,22.4,0,4,30.2,0,4,32.5,0,4
04.04.2022 06:00,04.04.2022 07:00,58.7,0,4,50.6,0,4,33.5,0,4,28.1,0,4,23,0,4,35,0,4
04.04.2022 07:00,04.04.2022 08:00,62.1,0,4,44.4,0,4,5,0,4,22.5,0,4,17.3,0,4,41,0,4
04.04.2022 08:00,04.04.2022 09:00,45.4,0,4,41.6,0,4,18.9,0,4,15.1,0,4,19.6,0,4,45.8,0,4
04.04.2022 09:00,04.04.2022 10:00,61.5,0,4,56.6,0,4,66.3,0,4,28.9,0,4,21.7,0,4,42.4,0,4
04.04.2022 10:00,04.04.2022 11:00,45.7,0,4,64.5,0,4,51.8,0,4,28.6,0,4,82.1,0,4,20.8,0,4
04.04.2022 11:00,04.04.2022 12:00,41.4,0,4,38.3,0,4,46.6,0,4,19.5,0,4,44.8,0,4,14.9,0,4
04.04.2022 12:00,04.04.2022 13:00,31.3,0,4,29.8,0,4,30.4,0,4,9.7,0,4,49.4,0,4,4.2,0,4
04.04.2022 13:00,04.04.2022 14:00,26.7,0,4,27.2,0,4,33.7,0,4,8.7,0,4,42.3,0,4,2.3,0,4
04.04.2022 14:00,04.04.2022 15:00,24.7,0,4,39.2,0,4,33.3,0,4,8.9,0,4,30,0,4,1.9,0,4
04.04.2022 15:00,04.04.2022 16:00,24.9,0,4,29.7,0,4,32.5,0,4,6.8,0,4,30.9,0,4,1.9,0,4
04.04.2022 16:00,04.04.2022 17:00,15.3,0,4,29.2,0,4,29.1,0,4,8.4,0,4,30.5,0,4,1.7,0,4
04.04.2022 17:00,04.04.2022 18:00,18.2,0,4,18.9,0,4,21.2,0,4,4,0,4,31.8,0,4,1.6,0,4
04.04.2022 18:00,04.04.2022 19:00,26.2,0,4,16.8,0,4,20.4,0,4,3.1,0,4,33.9,0,4,1.8,0,4
04.04.2022 19:00,04.04.2022 20:00,22.5,0,4,21.6,0,4,16.6,0,4,5.5,0,4,19.3,0,4,1.8,0,4
04.04.2022 20:00,04.04.2022 21:00,16.8,0,4,14.3,0,4,16.4,0,4,0.7,0,4,16.1,0,4,1.3,0,4
04.04.2022 21:00,04.04.2022 22:00,8.8,0,4,12.2,0,4,13.9,0,4,-0.3,0,4,10.4,0,4,1.2,0,4
04.04.2022 22:00,04.04.2022 23:00,6.3,0,4,6.9,0,4,7,0,4,-0.3,0,4,5.8,0,4,1.3,0,4
04.04.2022 23:00,05.04.2022 00:00,6.8,0,4,7.5,0,4,12.9,0,4,-0.9,0,4,6.2,0,4,0.8,0,4
05.04.2022 00:00,05.04.2022 01:00,10,0,4,4.8,0,4,9.5,0,4,-0.9,0,4,17.8,0,4,0.6,0,4
05.04.2022 01:00,05.04.2022 02:00,14.3,0,4,9,0,4,3.7,0,4,0,0,4,13.8,0,4,0.5,0,4
05.04.2022 02:00,05.04.2022 03:00,27.3,0,4,6.7,0,4,13.6,0,4,3.4,0,4,20.8,0,4,0.7,0,4
05.04.2022 03:00,05.04.2022 04:00,37.2,0,4,13,0,4,19.1,0,4,1.2,0,4,33.3,0,4,0.5,0,4
05.04.2022 04:00,05.04.2022 05:00,55.5,0,4,10.2,0,4,42.1,0,4,6.6,0,4,35.8,0,4,2.3,0,4
05.04.2022 05:00,05.04.2022 06:00,91.3,0,4,27.4,0,4,70.7,0,4,21.9,0,4,39.9,0,4,4,0,4
05.04.2022 06:00,05.04.2022 07:00,81.1,0,4,38.5,0,4,81.1,0,4,41.8,0,4,60.1,0,4,8.5,0,4
05.04.2022 07:00,05.04.2022 08:00,69.2,0,4,70.3,0,4,37.8,0,4,36.7,0,4,74.2,0,4,7.9,0,4
05.04.2022 08:00,05.04.2022 09:00,52,0,4,41,0,4,26.1,0,4,24.2,0,4,65.9,0,4,23.6,0,4
05.04.2022 09:00,05.04.2022 10:00,44.2,0,4,33.6,0,4,14.9,0,4,19,0,4,45.5,0,4,12.9,0,4
05.04.2022 10:00,05.04.2022 11:00,19,0,4,29,0,4,21,0,4,6.7,0,4,40.4,0,4,1.7,0,4
05.04.2022 11:00,05.04.2022 12:00,30.9,0,4,25.3,0,4,18.7,0,4,4.5,0,4,37,0,4,2.2,0,4
05.04.2022 12:00,05.04.2022 13:00,20.8,0,4,25.8,0,4,23.9,0,4,5,0,4,33.4,0,4,2.4,0,4
05.04.2022 13:00,05.04.2022 14:00,23.3,0,4,24,0,4,24.5,0,4,5.5,0,4,36,0,4,2.1,0,4
05.04.2022 14:00,05.04.2022 15:00,19,0,4,27.3,0,4,23.3,0,4,4.4,0,4,29.5,0,4,1.8,0,4
05.04.2022 15:00,05.04.2022 16:00,15.6,0,4,22.5,0,4,24,0,4,7.2,0,4,25,0,4,1.5,0,4
05.04.2022 16:00,05.04.2022 17:00,15.3,0,4,30.3,0,4,29.8,0,4,2.5,0,4,,1,4,2,0,4
05.04.2022 17:00,05.04.2022 18:00,24.5,0,4,21.6,0,4,27.2,0,4,3.2,0,4,28.6,0,4,1.9,0,4
05.04.2022 18:00,05.04.2022 19:00,19.9,0,4,14.5,0,4,24.3,0,4,2.9,0,4,25.2,0,4,4.4,0,4
05.04.2022 19:00,05.04.2022 20:00,21,0,4,13.8,0,4,35.9,0,4,2.7,0,4,38.1,0,4,3.4,0,4
05.04.2022 20:00,05.04.2022 21:00,37.3,0,4,29,0,4,43.6,0,4,5.2,0,4,63.4,0,4,12.4,0,4
05.04.2022 21:00,05.04.2022 22:00,66.5,0,4,57.9,0,4,51.1,0,4,17.3,0,4,50.3,0,4,37.2,0,4
05.04.2022 22:00,05.04.2022 23:00,64.5,0,4,32.8,0,4,68.5,0,4,23.2,0,4,28.9,0,4,24.7,0,4
05.04.2022 23:00,06.04.2022 00:00,41.6,0,4,34.2,0,4,59.4,0,4,16,0,4,12.9,0,4,14.7,0,4
06.04.2022 00:00,06.04.2022 01:00,61.5,0,4,16.2,0,4,47.3,0,4,12.9,0,4,11,0,4,10.1,0,4
06.04.2022 01:00,06.04.2022 02:00,65.4,0,4,14,0,4,30.2,0,4,9.8,0,4,16.8,0,4,9.1,0,4
06.04.2022 02:00,06.04.2022 03:00,62.5,0,4,11.9,0,4,25.4,0,4,10.7,0,4,10.4,0,4,13.3,0,4
06.04.2022 03:00,06.04.2022 04:00,66.8,0,4,13.1,0,4,44.4,0,4,7,0,4,5.1,0,4,7.2,0,4
06.04.2022 04:00,06.04.2022 05:00,79.6,0,4,16.4,0,4,50.4,0,4,11.1,0,4,13.5,0,4,13.5,0,4
06.04.2022 05:00,06.04.2022 06:00,91.6,0,4,35.1,0,4,76.6,0,4,14.8,0,4,40.6,0,4,37.3,0,4
06.04.2022 06:00,06.04.2022 07:00,102.6,0,4,52.5,0,4,80.5,0,4,42.4,0,4,40,0,4,64.3,0,4
06.04.2022 07:00,06.04.2022 08:00,90.8,0,4,64,0,4,72.9,0,4,49.9,0,4,36.2,0,4,62.1,0,4
06.04.2022 08:00,06.04.2022 09:00,71.6,0,4,49.8,0,4,39,0,4,58.4,0,4,72.4,0,4,70.6,0,4
06.04.2022 09:00,06.04.2022 10:00,58.1,0,4,53.5,0,4,21.3,0,4,40.7,0,4,49.9,0,4,62.5,0,4
06.04.2022 10:00,06.04.2022 11:00,54.3,0,4,39.8,0,4,19,0,4,51.1,0,4,53.1,0,4,57.9,0,4
06.04.2022 11:00,06.04.2022 12:00,39.2,0,4,38,0,4,9.6,0,4,55.8,0,4,68.3,0,4,38.1,0,4
06.04.2022 12:00,06.04.2022 13:00,46.5,0,4,39,0,4,10,0,4,36.7,0,4,61.4,0,4,21.5,0,4
06.04.2022 13:00,06.04.2022 14:00,34.8,0,4,39.9,0,4,12.5,0,4,23.8,0,4,57.6,0,4,17,0,4
06.04.2022 14:00,06.04.2022 15:00,32.3,0,4,40.1,0,4,17.1,0,4,38.3,0,4,56.8,0,4,17,0,4
06.04.2022 15:00,06.04.2022 16:00,31.6,0,4,33.6,0,4,12.5,0,4,29.5,0,4,51.5,0,4,20.1,0,4
06.04.2022 16:00,06.04.2022 17:00,30.2,0,4,39.8,0,4,10.3,0,4,18.9,0,4,15.6,0,4,20.9,0,4
06.04.2022 17:00,06.04.2022 18:00,28.8,0,4,35.2,0,4,17.5,0,4,17.3,0,4,8.8,0,4,26.6,0,4
06.04.2022 18:00,06.04.2022 19:00,52.1,0,4,40.3,0,4,46.9,0,4,8.5,0,4,8.2,0,4,25.4,0,4
06.04.2022 19:00,06.04.2022 20:00,86.7,0,4,46.2,0,4,71.5,0,4,23.8,0,4,11.2,0,4,,1,4
06.04.2022 20:00,06.04.2022 21:00,88.2,0,4,18,0,4,46.9,0,4,21.1,0,4,42.8,0,4,33.3,0,4
06.04.2022 21:00,06.04.2022 22:00,58.2,0,4,16.5,0,4,35.7,0,4,15.7,0,4,81.4,0,4,21,0,4
06.04.2022 22:00,06.04.2022 23:00,45.9,0,4,36.3,0,4,38.8,0,4,10.8,0,4,52,0,4,17.5,0,4
06.04.2022 23:00,07.04.2022 00:00,45.4,0,4,23.9,0,4,48.8,0,4,8.1,0,4,57.5,0,4,12,0,4
07.04.2022 00:00,07.04.2022 01:00,39.5,0,4,12.6,0,4,42.5,0,4,4.5,0,4,35.4,0,4,17.6,0,4
07.04.2022 01:00,07.04.2022 02:00,30.7,0,4,9.7,0,4,27.9,0,4,1.4,0,4,12.2,0,4,3.9,0,4
07.04.2022 02:00,07.04.2022 03:00,28.2,0,4,12.2,0,4,14,0,4,0.6,0,4,21.3,0,4,10,0,4
07.04.2022 03:00,07.04.2022 04:00,14.5,0,4,13.8,0,4,29.7,0,4,1,0,4,23.3,0,4,15.3,0,4
07.04.2022 04:00,07.04.2022 05:00,30.5,0,4,18.2,0,4,55.7,0,4,2.8,0,4,46.9,0,4,1.9,0,4
07.04.2022 05:00,07.04.2022 06:00,82.7,0,4,31.8,0,4,61.7,0,4,9.7,0,4,26.5,0,4,10.6,0,4
07.04.2022 06:00,07.04.2022 07:00,66.8,0,4,37.6,0,4,56,0,4,13.9,0,4,19.1,0,4,18.2,0,4
07.04.2022 07:00,07.04.2022 08:00,44.2,0,4,43.8,0,4,52.2,0,4,20.4,0,4,28.3,0,4,6.1,0,4
07.04.2022 08:00,07.04.2022 09:00,34.7,0,4,33.6,0,4,42.1,0,4,16.7,0,4,36.9,0,4,5.7,0,4
07.04.2022 09:00,07.04.2022 10:00,30.6,0,4,23.8,0,4,42.5,0,4,,1,4,44.4,0,4,4,0,4
07.04.2022 10:00,07.04.2022 11:00,24.6,0,4,,1,4,33.4,0,4,10.3,0,4,40.1,0,4,2.6,0,4
07.04.2022 11:00,07.04.2022 12:00,33.5,0,4,20.9,0,4,31.1,0,4,6.4,0,4,30.8,0,4,3.9,0,4
07.04.2022 12:00,07.04.2022 13:00,35.1,0,4,20.7,0,4,,1,4,7.1,0,4,7.4,0,4,7.2,0,4
07.04.2022 13:00,07.04.2022 14:00,27.6,0,4,17.5,0,4,26.1,0,4,2.8,0,4,20.9,0,4,9.5,0,4
07.04.2022 14:00,07.04.2022 15:00,30.3,0,4,24.9,0,4,30.8,0,4,8.8,0,4,11.2,0,4,4.1,0,4
07.04.2022 15:00,07.04.2022 16:00,24.4,0,4,28.2,0,4,32.1,0,4,10.1,0,4,17.6,0,4,4.5,0,4
07.04.2022 16:00,07.04.2022 17:00,29.6,0,4,19.5,0,4,33.9,0,4,8.5,0,4,13.8,0,4,4.7,0,4
07.04.2022 17:00,07.04.2022 18:00,20.9,0,4,23.1,0,4,22.4,0,4,4.3,0,4,9.9,0,4,2,0,4
07.04.2022 18:00,07.04.2022 19:00,17.6,0,4,15.7,0,4,14.1,0,4,5.6,0,4,26.8,0,4,2,0,4
07.04.2022 19:00,07.04.2022 20:00,14.9,0,4,19.4,0,4,16.6,0,4,2.8,0,4,18.2,0,4,1.8,0,4
07.04.2022 20:00,07.04.2022 21:00,8.9,0,4,13.5,0,4,18.8,0,4,4.4,0,4,21.8,0,4,1.4,0,4
07.04.2022 21:00,07.04.2022 22:00,8.4,0,4,19.3,0,4,10.7,0,4,1.3,0,4,12.3,0,4,1.3,0,4
07.04.2022 22:00,07.04.2022 23:00,5.2,0,4,11,0,4,8.4,0,4,-0.5,0,4,12,0,4,1,0,4
07.04.2022 23:00,08.04.2022 00:00,5.2,0,4,7.5,0,4,7,0,4,-1.5,0,4,11.8,0,4,0.8,0,4
08.04.2022 00:00,08.04.2022 01:00,5,0,4,2.9,0,4,4.3,0,4,-1.4,0,4,8,0,4,0.7,0,4
08.04.2022 01:00,08.04.2022 02:00,4.5,0,4,4.3,0,4,3.8,0,4,-1.7,0,4,9.5,0,4,0.6,0,4
08.04.2022 02:00,08.04.2022 03:00,4.8,0,4,3.9,0,4,3.8,0,4,-1.6,0,4,10.4,0,4,0.6,0,4
08.04.2022 03:00,08.04.2022 04:00,6.8,0,4,4.3,0,4,4.5,0,4,-1.5,0,4,11.6,0,4,0.7,0,4
08.04.2022 04:00,08.04.2022 05:00,18.8,0,4,8.7,0,4,12.8,0,4,-1.5,0,4,22.4,0,4,0.9,0,4
08.04.2022 05:00,08.04.2022 06:00,38.9,0,4,20.4,0,4,29.4,0,4,0.1,0,4,29.4,0,4,1.4,0,4
08.04.2022 06:00,08.04.2022 07:00,29.2,0,4,25.8,0,4,28.6,0,4,6,0,4,30.3,0,4,2.1,0,4
08.04.2022 07:00,08.04.2022 08:00,18.9,0,4,27.6,0,4,27.6,0,4,7.2,0,4,28.4,0,4,1.9,0,4
08.04.2022 08:00,08.04.2022 09:00,20.3,0,4,22.6,0,4,25.4,0,4,2.8,0,4,22.7,0,4,1.8,0,4
08.04.2022 09:00,08.04.2022 10:00,21.2,0,4,21.7,0,4,19.6,0,4,4.7,0,4,27.1,0,4,2.4,0,4
08.04.2022 10:00,08.04.2022 11:00,18.4,0,4,19.8,0,4,23,0,4,3,0,4,23.5,0,4,1.7,0,4
08.04.2022 11:00,08.04.2022 12:00,15.7,0,4,23,0,4,25.4,0,4,1.5,0,4,22.3,0,4,1.7,0,4
08.04.2022 12:00,08.04.2022 13:00,18,0,4,24.2,0,4,23,0,4,2.3,0,4,23.3,0,4,2,0,4
08.04.2022 13:00,08.04.2022 14:00,14.1,0,4,24.3,0,4,21.9,0,4,1.7,0,4,20.8,0,4,2.7,0,4
08.04.2022 14:00,08.04.2022 15:00,16.8,0,4,18.4,0,4,24.3,0,4,3.4,0,4,24.6,0,4,1.8,0,4
08.04.2022 15:00,08.04.2022 16:00,12.7,0,4,25.7,0,4,27.2,0,4,4.4,0,4,20.6,0,4,1.5,0,4
08.04.2022 16:00,08.04.2022 17:00,13.4,0,4,15.9,0,4,22.5,0,4,2.1,0,4,17.2,0,4,2.1,0,4
08.04.2022 17:00,08.04.2022 18:00,18.4,0,4,17,0,4,17.5,0,4,0.6,0,4,22.5,0,4,1.5,0,4
08.04.2022 18:00,08.04.2022 19:00,11.5,0,4,13.2,0,4,21,0,4,3.5,0,4,19.7,0,4,1.9,0,4
08.04.2022 19:00,08.04.2022 20:00,18,0,4,21.8,0,4,29.7,0,4,3.7,0,4,26.8,0,4,2.4,0,4
08.04.2022 20:00,08.04.2022 21:00,34.9,0,4,16.3,0,4,38.4,0,4,4.3,0,4,46.9,0,4,9.9,0,4
08.04.2022 21:00,08.04.2022 22:00,78.8,0,4,16.5,0,4,59.9,0,4,3.7,0,4,53.6,0,4,21.6,0,4
08.04.2022 22:00,08.04.2022 23:00,57,0,4,30.7,0,4,44.6,0,4,3.3,0,4,49.4,0,4,29.1,0,4
08.04.2022 23:00,09.04.2022 00:00,45.6,0,4,31,0,4,50,0,4,5.3,0,4,31.7,0,4,8.9,0,4
09.04.2022 00:00,09.04.2022 01:00,14.9,0,4,15.3,0,4,30.7,0,4,2.6,0,4,12.1,0,4,5.8,0,4
09.04.2022 01:00,09.04.2022 02:00,11,0,4,20.7,0,4,20.8,0,4,1.7,0,4,10.3,0,4,19.7,0,4
09.04.2022 02:00,09.04.2022 03:00,11.7,0,4,23.2,0,4,18.5,0,4,0.5,0,4,10.5,0,4,21.6,0,4
09.04.2022 03:00,09.04.2022 04:00,10.6,0,4,5.7,0,4,10.8,0,4,-0.6,0,4,15.9,0,4,3.7,0,4
09.04.2022 04:00,09.04.2022 05:00,17.6,0,4,3.6,0,4,8.1,0,4,-0.7,0,4,9.8,0,4,1.7,0,4
